"id","catalogueNumber","scientificNameIntepreted","latitude","longitude","coordinateUncertaintyInMetres","month","year","basisOfRecord"
"00462e5d-830b-4d6e-a965-ea58489736e6","NSW824249","Argyrodendron trifoliolatum",-28.8,153.28,10000,6,1891,"PRESERVED_SPECIMEN"
"01675065-de4a-4e0d-92ea-49ade22712c5","CANB 358824.1","Argyrodendron trifoliolatum",-28.2,153.2333,10000,7,1977,"PRESERVED_SPECIMEN"
"02236dd7-6fa9-448e-8be4-289b455f75c0","BRI AQ0331593","Argyrodendron trifoliolatum",-27.0567400214456,152.709402,2000,2,1972,"PRESERVED_SPECIMEN"
"029193c9-c349-47db-aacc-f3a8091fbfa3","NE 107360","Argyrodendron trifoliolatum",-28.433333,153.466667,NA,4,1896,"PRESERVED_SPECIMEN"
"045906c1-868a-499d-a457-cc7df357d84d","BRI AQ0421298","Argyrodendron trifoliolatum",-26.7734080209737,152.859398,2000,NA,NA,"PRESERVED_SPECIMEN"
"0641d2e7-3673-44b9-9dd3-34044ab99635","BRI AQ0081191","Argyrodendron trifoliolatum",-26.3734090203087,152.759393,2000,5,1970,"PRESERVED_SPECIMEN"
"064e0ca6-89ed-4477-89e9-58e75cd84dc0","CBG 17542.1","Argyrodendron trifoliolatum",-26.2833,152.5333,1000,5,1967,"PRESERVED_SPECIMEN"
"0657e363-d6ae-4e69-8823-ccc04be55bfb","BRI AQ0081190","Argyrodendron trifoliolatum",-26.5817410206549,152.917731,25000,4,1918,"PRESERVED_SPECIMEN"
"069e037b-0e21-465c-9aa0-dbb559f8a925","NSW824244","Argyrodendron trifoliolatum",-28.82,153.42,25000,NA,NA,"PRESERVED_SPECIMEN"
"07a90e39-e46b-4097-87b4-3244932008af","BRI AQ0784713","Argyrodendron trifoliolatum",-24.6011960173988,151.843841,100,1,2008,"PRESERVED_SPECIMEN"
"07fab059-576c-4b35-8471-7218fe652b17","NSW125603","Argyrodendron trifoliolatum",-28.9,153.4,5000,7,1969,"PRESERVED_SPECIMEN"
"08edbae6-5201-4ff6-9902-1fc6492943a4","BRI AQ0379558","Argyrodendron trifoliolatum",-27.3734060219735,152.759402,2000,5,1970,"PRESERVED_SPECIMEN"
"0ce66707-fc73-471c-ac86-4c74af99ff28","BRI AQ0379560","Argyrodendron trifoliolatum",-27.3734060219735,152.759402,2000,NA,NA,"PRESERVED_SPECIMEN"
"0d29076b-6b16-42f6-bd45-a6fed327dee5","BRI AQ0494909","Argyrodendron trifoliolatum",-28.1881230233314,153.426625,100,NA,NA,"PRESERVED_SPECIMEN"
"0d6e3224-f8e1-437a-b0e8-0c5aad003fba","BRI AQ0081182","Argyrodendron trifoliolatum",-27.4400690220847,153.009394,2000,9,1876,"PRESERVED_SPECIMEN"
"0ea9c62d-7665-4af4-be2e-64af534d0b61","AD 98809202","Argyrodendron trifoliolatum",-26.7652845569873,152.85085988345,10000,11,1969,"PRESERVED_SPECIMEN"
"0f2014b3-25a2-46b9-ba93-67b1ad881a26","NSW824246","Argyrodendron trifoliolatum",-28.63,153.28,25000,3,1933,"PRESERVED_SPECIMEN"
"12a828c9-e490-461a-9006-bb66afdcc46d","BRI AQ0081188","Argyrodendron trifoliolatum",-26.9150810212096,151.917747,25000,8,1917,"PRESERVED_SPECIMEN"
"15e93538-8a5d-414d-8d0b-00ea0ab4c184","BRI AQ0314080","Argyrodendron trifoliolatum",-24.5234170172731,151.492736,2000,7,1978,"PRESERVED_SPECIMEN"
"16364628-9d1d-4315-a958-ced547182749","BRI AQ0778109","Argyrodendron trifoliolatum",-28.1978450233476,153.375792,100,6,2003,"PRESERVED_SPECIMEN"
"16858118-8e5f-4d34-9125-01c63388b469","NSW824253","Argyrodendron trifoliolatum",-28.82,153.3975,10000,6,1957,"PRESERVED_SPECIMEN"
"188f852b-a571-4ad4-aac9-5a85cb1a42d2","NE 7440","Argyrodendron trifoliolatum",-28.833333,153.433333,NA,11,1959,"PRESERVED_SPECIMEN"
"1d18c21f-f2f3-46c4-98b4-4ee607740ce7","BRI AQ0010761","Argyrodendron trifoliolatum",-26.8736920211407,151.602469,100,12,1954,"PRESERVED_SPECIMEN"
"1d3ad839-cc86-424f-b844-e95abe50284e","CANB 345366.1","Argyrodendron trifoliolatum",-24.5167,151.4667,5000,4,1980,"PRESERVED_SPECIMEN"
"1f05b145-de76-4554-817b-977c03c623f8","MEL 0239850A","Argyrodendron trifoliolatum",-27.25,153.0833,NA,NA,NA,"PRESERVED_SPECIMEN"
"1f56d13a-b72c-4e6c-9c7f-b300302e6192","BRI AQ0081164","Argyrodendron trifoliolatum",-26.4567420204471,152.67606,2000,8,1917,"PRESERVED_SPECIMEN"
"224d9a1b-738d-4e5e-9d3d-67d62920881a","MEL 2223864A","Argyrodendron trifoliolatum",-28.1667,153.55,10000,NA,1871,"PRESERVED_SPECIMEN"
"229012b6-ee0b-4624-b9ce-c9b68fd4c34a","MEL 2282398A","Argyrodendron trifoliolatum",-27.0667,152.45,NA,NA,1857,"PRESERVED_SPECIMEN"
"249633b8-3f57-4635-a13e-4466668d5199","NSW824238","Argyrodendron trifoliolatum",-28.9,153.52,25000,NA,NA,"PRESERVED_SPECIMEN"
"261a43a9-7e08-432c-8024-81bf6122d27b","MEL 2223863A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,NA,NA,"PRESERVED_SPECIMEN"
"2bdc5009-1dfd-4814-a642-bb5233466f95","BRI AQ0081189","Argyrodendron trifoliolatum",-28.2067340233624,153.192737,2000,7,1945,"PRESERVED_SPECIMEN"
"2c5858b2-d268-419e-a8ba-f9ff889bc345","NE 30764","Argyrodendron trifoliolatum",-30.45,152.9,NA,2,1974,"PRESERVED_SPECIMEN"
"2c900a3c-cd58-46e5-93db-f91ae3da9e34","QRS 53978.3","Argyrodendron trifoliolatum",-27.25,152.75,1000,7,1976,"PRESERVED_SPECIMEN"
"2eb67bc2-c2e4-43de-b27c-b522a9b9814a","PERTH 3392589","Argyrodendron trifoliolatum",-26.7666670209625,152.85,NA,11,1969,"PRESERVED_SPECIMEN"
"2fcde1e5-c635-4f63-8606-c8fb717615a0","NSW824252","Argyrodendron trifoliolatum",-28.8,153.28,10000,10,1891,"PRESERVED_SPECIMEN"
"3442cd84-d17d-46b9-a925-65a8748ed785","NE 7439","Argyrodendron trifoliolatum",-30.45,152.9,NA,2,1961,"PRESERVED_SPECIMEN"
"35205766-b214-4331-b634-63279b76b2b6","MEL 2282189A","Argyrodendron trifoliolatum",-26.6683,152.07,1000,8,2002,"PRESERVED_SPECIMEN"
"35793106-9866-4ebc-8593-8c5fdf7fca41","MEL 2223856A","Argyrodendron trifoliolatum",-28.3667,153.35,25000,NA,NA,"PRESERVED_SPECIMEN"
"36452127-7799-4790-8df4-d2f8433faafa","MEL 2223874A","Argyrodendron trifoliolatum",-27.15,152.5167,25000,9,1829,"PRESERVED_SPECIMEN"
"3693ada4-874a-44fd-b5cd-bdd2c68d5e04","MEL 2247212A","Argyrodendron trifoliolatum",-28.1994,153.3747,10000,6,2003,"PRESERVED_SPECIMEN"
"372d8d44-1b93-4e42-a417-19259f49394f","BRI AQ0081199","Argyrodendron trifoliolatum",-24.5817510173674,151.917729,25000,4,1920,"PRESERVED_SPECIMEN"
"387ee3b5-0d69-4489-9dbb-48111a92e8fe","MEL 2223860A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,3,1900,"PRESERVED_SPECIMEN"
"390deef7-51ea-478e-88db-48f4a662076d","CANB 575829.1","Argyrodendron trifoliolatum",-24.5167,151.3667,2000,9,1950,"PRESERVED_SPECIMEN"
"39169c55-a003-4b2c-8d9a-d6c2fceef1da","NSW824243","Argyrodendron trifoliolatum",-28.8,153.28,10000,6,1891,"PRESERVED_SPECIMEN"
"3a4ad575-bffc-453e-9fd2-6064a811122c","MEL 2223871A","Argyrodendron trifoliolatum",-29.1167,152.5667,25000,NA,NA,"PRESERVED_SPECIMEN"
"3c19ce6f-a8d1-4297-ac03-3a64993bf75a","CANB 210542.1","Argyrodendron trifoliolatum",-28.55,152.75,15000,2,1964,"PRESERVED_SPECIMEN"
"3d6d582e-22c9-4ed6-9e8a-8e4c738e3bef","CBG 17165.1","Argyrodendron trifoliolatum",-26.8333,151.9167,1000,5,1967,"PRESERVED_SPECIMEN"
"3db02647-a23f-48ba-874f-dd08edf039f7","NE 51714","Argyrodendron trifoliolatum",-30.45,152.9,NA,2,1961,"PRESERVED_SPECIMEN"
"3ef4a5d9-3c3c-4813-8447-ea483785bc27","CBG 34480.1","Argyrodendron trifoliolatum",-26.3667,152.75,1000,5,1970,"PRESERVED_SPECIMEN"
"3f6adeea-c78e-4382-8c83-f1bbd3a09dfa","BRI AQ0081179","Argyrodendron trifoliolatum",-27.2484060217651,152.917736,25000,3,1922,"PRESERVED_SPECIMEN"
"3f72ed07-45fe-4727-88b0-409e524207c8","CANB 6016.1","Argyrodendron trifoliolatum",-26.45,152.6833,2000,7,1941,"PRESERVED_SPECIMEN"
"3f9e2000-5d6b-4652-94b0-c2f6b544f8a3","CBG 9104839.1","Argyrodendron trifoliolatum",-25.2833,152.75,1000,9,1991,"PRESERVED_SPECIMEN"
"4103dd79-edbf-49f0-bee9-707a56141f44","MEL 2223868A","Argyrodendron trifoliolatum",-29.3,152.5167,25000,NA,NA,"PRESERVED_SPECIMEN"
"411050b7-5641-460f-b2f5-66b7e7fcc593","BRI AQ0081192","Argyrodendron trifoliolatum",-26.9150780212096,152.084406,25000,5,1921,"PRESERVED_SPECIMEN"
"42f8bbed-b087-4742-a7f0-dfa272d477df","MEL 2223859A","Argyrodendron trifoliolatum",-28.1667,153.55,10000,NA,NA,"PRESERVED_SPECIMEN"
"4575be37-bbed-4e9a-bde1-4b2ae777e684","CBG 8004371.1","Argyrodendron trifoliolatum",-28.2,153.1833,1000,6,1980,"PRESERVED_SPECIMEN"
"45dd7654-f646-4735-9c81-b19baf804a52","QRS 1184.1","Argyrodendron trifoliolatum",-26.4667,152.6833,25000,2,1935,"PRESERVED_SPECIMEN"
"46d6053f-dde7-495b-ba8e-5312b26d11e9","BRI AQ0731926","Argyrodendron trifoliolatum",-27.3350730219096,152.764958,100,10,2002,"PRESERVED_SPECIMEN"
"478252f0-c866-4242-af7c-175f255f1741","CANB 575740.1","Argyrodendron trifoliolatum",-27.3667,152.75,5000,5,1970,"PRESERVED_SPECIMEN"
"4a554ede-4354-4600-8a8e-8175ddba4e0f","NE 49616","Argyrodendron trifoliolatum",-28.833333,153.433333,NA,3,1989,"PRESERVED_SPECIMEN"
"4a87e783-6109-4f50-a699-dfbcb47f47c3","CANB 338822.1","Argyrodendron trifoliolatum",-26.7667,152.85,3000,6,1964,"PRESERVED_SPECIMEN"
"4a97b7ed-4d59-4647-b47f-2f91329edd40","BRI AQ0567067","Argyrodendron trifoliolatum",-25.5550830189559,151.843849,100,1,1993,"PRESERVED_SPECIMEN"
"4ad01faa-9250-41eb-9aa6-169e3a2d49cc","MEL 2282390A","Argyrodendron trifoliolatum",-27.25,153.0833,NA,NA,NA,"PRESERVED_SPECIMEN"
"4c76fcb9-930f-4e75-ad59-56b05dc207c0","BRI AQ0081167","Argyrodendron trifoliolatum",-25.9150760195495,152.584388,25000,11,1921,"PRESERVED_SPECIMEN"
"50b0f18d-68dc-4471-9f96-526065f62519","BRI AQ0081194","Argyrodendron trifoliolatum",-26.9150810212096,151.584414,25000,NA,NA,"PRESERVED_SPECIMEN"
"521b40d8-267d-44e9-83d8-c65ab14afeca","BRI AQ0838421","Argyrodendron trifoliolatum",-26.9234150212235,151.884496,100,4,2015,"PRESERVED_SPECIMEN"
"54215354-107f-4031-8061-5d6335ae4873","BRI AQ0322632","Argyrodendron trifoliolatum",-24.5189730172659,151.469125,100,4,1980,"PRESERVED_SPECIMEN"
"543b9451-4833-442e-81cd-9ccacaf3ba73","BRI AQ0081184","Argyrodendron trifoliolatum",-28.3445150235916,152.717189,100,10,1921,"PRESERVED_SPECIMEN"
"55f816bb-cef1-4872-9147-ab5f20fd6b9d","BRI AQ0940644","Argyrodendron trifoliolatum",-27.9651670229601,153.302028,100,NA,NA,"PRESERVED_SPECIMEN"
"59f1590f-16fb-40b0-837d-1526d205d1b1","NE 45317","Argyrodendron trifoliolatum",-28.266667,153.35,NA,12,1974,"PRESERVED_SPECIMEN"
"5efb7792-fcfc-41c7-9efc-2d3b142d1b89","CANB 345342.1","Argyrodendron trifoliolatum",-24.5167,151.4667,5000,4,1980,"PRESERVED_SPECIMEN"
"614fc9a0-53f2-469a-8678-351243c36eb1","BRI AQ0014031","Argyrodendron trifoliolatum",-26.2484090201013,152.75106,25000,NA,NA,"PRESERVED_SPECIMEN"
"615196f2-a83d-4331-b77a-80b38e68250f","BRI AQ0336177","Argyrodendron trifoliolatum",-27.2400730217512,152.759402,2000,2,1972,"PRESERVED_SPECIMEN"
"63cc549b-8ec9-4bc8-9edb-6c58b187a9db","MEL 2282393A","Argyrodendron trifoliolatum",-27.25,153.0833,NA,NA,NA,"PRESERVED_SPECIMEN"
"65d6d328-c2e1-44ea-9d44-c8a2be532582","BRI AQ0421164","Argyrodendron trifoliolatum",-26.7734080209737,152.859398,2000,6,1964,"PRESERVED_SPECIMEN"
"6704d255-94f4-4268-8572-e7d7ee5e77bb","BRI AQ0819485","Argyrodendron trifoliolatum",-27.329167,152.756667,100,6,2013,"PRESERVED_SPECIMEN"
"67fb16b3-591a-4595-bff4-28120b121a30","NE 71052","Argyrodendron trifoliolatum",-26.216667,152.516667,NA,4,1990,"PRESERVED_SPECIMEN"
"6a0c88e1-1f0b-41c4-b96e-5365fe7d6637","BRI AQ0770117","Argyrodendron trifoliolatum",-26.5417480205884,151.898858,100,NA,NA,"PRESERVED_SPECIMEN"
"6c33e901-6351-4422-ad36-791cc1e987fe","BRI AQ0559194","Argyrodendron trifoliolatum",-26.6667590207962,152.070992,100,NA,NA,"PRESERVED_SPECIMEN"
"6c9615c9-1976-4628-ab9f-8bfbd6b3242a","MEL 2223866A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,NA,NA,"PRESERVED_SPECIMEN"
"6d682ed1-963c-4c8d-9735-871284cca5f1","MEL 0293285A","Argyrodendron trifoliolatum",-28.6333,153.5,10000,4,1985,"PRESERVED_SPECIMEN"
"70b5898f-6029-44ff-a651-1eb06d070198","AD 98825064","Argyrodendron trifoliolatum",-28.6319451693207,153.500862721142,1000,4,1985,"PRESERVED_SPECIMEN"
"71210f14-fd6f-47b5-a6c2-94fdb4af07bc","NSW824372","Argyrodendron trifoliolatum",-28.42,153.47,10000,4,1896,"PRESERVED_SPECIMEN"
"7275a491-9fb9-42bc-9611-b4964a16f580","BRI AQ0640968","Argyrodendron trifoliolatum",-25.8589690194568,152.35523,100,NA,NA,"PRESERVED_SPECIMEN"
"754b986c-9763-4450-a23f-fac7f36409f7","NSW824250","Argyrodendron trifoliolatum",-28.8,153.28,10000,4,1891,"PRESERVED_SPECIMEN"
"76687def-7792-4f14-bc86-3e1d2aee13c9","BRI AQ0081181","Argyrodendron trifoliolatum",-27.415069022043,153.084394,25000,8,1829,"PRESERVED_SPECIMEN"
"77104394-39ee-4a90-9300-7ec9c05e9b80","CBG 8502633.1","Argyrodendron trifoliolatum",-28.6333,153.5,1000,4,1985,"PRESERVED_SPECIMEN"
"777810ce-7c2f-4854-9f27-c54d3d276300","BRI AQ0767570","Argyrodendron trifoliolatum",-26.6583330207822,152.875,2000,7,2004,"PRESERVED_SPECIMEN"
"78bd4e4a-1c3b-48ce-84ff-3497dfaa4624","BRI AQ0469894","Argyrodendron trifoliolatum",-26.0817460198252,152.251067,25000,5,1967,"PRESERVED_SPECIMEN"
"7c55e33b-ebbe-4188-bb64-d22fa91069d8","AD 98015093","Argyrodendron trifoliolatum",-28.4986150533559,152.967536255462,30000,NA,NA,"PRESERVED_SPECIMEN"
"7c7add2f-827b-450d-87e6-55d9b0ca0db0","BRI AQ0081166","Argyrodendron trifoliolatum",-26.5817410206549,152.584398,25000,7,1969,"PRESERVED_SPECIMEN"
"813fbcac-c2c0-47eb-8c53-2f916bc097ba","BRI AQ0081187","Argyrodendron trifoliolatum",-28.2484000234317,153.084403,25000,5,1929,"PRESERVED_SPECIMEN"
"815f0cc8-afbe-4820-8cb6-7f1016694789","CANB 785416.1","Argyrodendron trifoliolatum",-27.4789,152.9719,50,6,2008,"PRESERVED_SPECIMEN"
"8246d641-55d0-4ba8-8350-a24396b60d47","NE 43945","Argyrodendron trifoliolatum",-28.416667,152.7,NA,8,1977,"PRESERVED_SPECIMEN"
"832ff4de-3882-41c8-8b61-787018e2916e","MEL 2223862A","Argyrodendron trifoliolatum",-29.3,152.5167,25000,11,1875,"PRESERVED_SPECIMEN"
"8980d77a-d1b5-464d-845e-52ea0b2e2acf","NE 81123","Argyrodendron trifoliolatum",-28.25,153.233333,NA,5,2003,"PRESERVED_SPECIMEN"
"90c70da0-2b1a-46be-b204-95f4bf010324","BRI AQ0081163","Argyrodendron trifoliolatum",-26.2484090201013,152.584393,25000,8,1917,"PRESERVED_SPECIMEN"
"97fcb8e2-54d0-4ff2-8e2f-8df555174740","BRI AQ0679211","Argyrodendron trifoliolatum",-27.5160440222114,152.58541,100,NA,NA,"PRESERVED_SPECIMEN"
"9b15ec20-bcdb-4d03-80a5-b76077555e1c","NE 28397","Argyrodendron trifoliolatum",-28.533333,153.55,NA,6,1963,"PRESERVED_SPECIMEN"
"a2a9ab40-b350-40c8-a01a-7f5a6729ef21","BRI AQ0931216","Argyrodendron trifoliolatum",-27.3416670219206,152.758333,2000,NA,NA,"PRESERVED_SPECIMEN"
"a3d5a697-0dd9-46e9-af6d-bc045a186c5a","NE 45316","Argyrodendron trifoliolatum",-28.266667,153.35,NA,12,1974,"PRESERVED_SPECIMEN"
"a5077a49-e983-4e3d-b5dd-f57952c2019c","CANB 785421.1","Argyrodendron trifoliolatum",-27.4842,152.8803,50,7,2008,"PRESERVED_SPECIMEN"
"a7b27728-53ef-4848-a02a-284411fe89f2","NE 60727","Argyrodendron trifoliolatum",-28.366667,152.783333,NA,8,1990,"PRESERVED_SPECIMEN"
"a7d1e829-c996-4ee3-89da-66d33f1b1cf8","BRI AQ0698781","Argyrodendron trifoliolatum",-24.5012790172374,151.923174,100,NA,NA,"PRESERVED_SPECIMEN"
"a996574d-8130-47fd-9820-3744aff08736","CANB 573127.1","Argyrodendron trifoliolatum",-28.5833,153.35,5000,3,1933,"PRESERVED_SPECIMEN"
"adab28fb-7def-4054-8527-4fd23025e9b6","BRI AQ0081196","Argyrodendron trifoliolatum",-26.0130910197116,152.225091,100,4,1961,"PRESERVED_SPECIMEN"
"ae56c8ed-21ef-452b-b417-9bc93ee8ac31","NSW824239","Argyrodendron trifoliolatum",-28.9,153.52,25000,NA,1876,"PRESERVED_SPECIMEN"
"ae99bcf3-598d-48a1-b572-ad0875ee44a9","BRI AQ0849528","Argyrodendron trifoliolatum",-27.4841670221582,152.880278,100,7,2008,"PRESERVED_SPECIMEN"
"aeb0d903-ebe8-48f2-806b-775892c57d54","BRI AQ0265388","Argyrodendron trifoliolatum",-28.2253450233934,153.281348,100,7,1977,"PRESERVED_SPECIMEN"
"af778143-a6b6-45ac-88cd-9a5f169ca605","BRI AQ0436681","Argyrodendron trifoliolatum",-24.2067540167634,151.259401,2000,12,1987,"PRESERVED_SPECIMEN"
"afc4493d-1e51-4d32-bd0c-69d8fde05823","CANB 575664.1","Argyrodendron trifoliolatum",-24.5833,151.5333,10000,7,1978,"PRESERVED_SPECIMEN"
"b0868f63-b902-4990-94ec-d62744daecc3","BRI AQ0314081","Argyrodendron trifoliolatum",-24.5234170172731,151.492736,2000,7,1978,"PRESERVED_SPECIMEN"
"b2f51f9a-ba4c-4043-a561-7caec3df3fe4","CANB 383507.1","Argyrodendron trifoliolatum",-26.7667,152.85,5000,11,1969,"PRESERVED_SPECIMEN"
"b76351f5-481f-4c70-bcda-6a6b4f2abf5e","BRI AQ0600034","Argyrodendron trifoliolatum",-27.422851022056,152.841902,100,9,1993,"PRESERVED_SPECIMEN"
"b8a01749-aa83-49aa-a9a0-adc92e5572a3","CANB 383508.2","Argyrodendron trifoliolatum",-26.7667,152.85,5000,11,1969,"PRESERVED_SPECIMEN"
"ba83e361-118d-41d1-a56e-b3b832a12365","MEL 2282389A","Argyrodendron trifoliolatum",-27.25,153.0833,NA,NA,NA,"PRESERVED_SPECIMEN"
"bab93312-c92d-4d71-8fc9-49ce666e6b2f","CANB 572918.1","Argyrodendron trifoliolatum",-28.5833,153.35,5000,3,1933,"PRESERVED_SPECIMEN"
"bc179e20-b2a7-4f7e-a7b2-ea512fc226d4","NSW824251","Argyrodendron trifoliolatum",-28.8,153.28,10000,8,1906,"PRESERVED_SPECIMEN"
"bdf0953e-392e-4033-9399-0357a73ca05a","QRS 53977.2","Argyrodendron trifoliolatum",-27.25,152.75,1000,7,1976,"PRESERVED_SPECIMEN"
"be09132c-8ece-4a1f-9ab3-8441b729f27b","MEL 0293478A","Argyrodendron trifoliolatum",-26.7667,152.85,10000,11,1969,"PRESERVED_SPECIMEN"
"be1b5785-997f-40ad-8b99-1e409d1de438","MEL 2223858A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,NA,NA,"PRESERVED_SPECIMEN"
"be4a6bda-1848-4034-9fb7-ac9b5bab30b1","CANB 12782.1","Argyrodendron trifoliolatum",-28.5833,153.35,5000,6,1945,"PRESERVED_SPECIMEN"
"c00312b0-2948-4fb0-9948-6f15c30210f5","BRI AQ0081185","Argyrodendron trifoliolatum",-28.0909000231695,153.458014,100,12,1917,"PRESERVED_SPECIMEN"
"c0d56ece-db49-4fb1-8fdd-40ef43df98f2","BRI AQ0081186","Argyrodendron trifoliolatum",-26.5817410206549,152.917731,25000,5,1874,"PRESERVED_SPECIMEN"
"c216efff-2a79-49fc-8b8d-71d5fc869390","MEL 2282391A","Argyrodendron trifoliolatum",-27.2667,153.05,NA,NA,NA,"PRESERVED_SPECIMEN"
"c2f2935b-8364-4543-87f0-7dbbeadcc3f6","BRI AQ0727660","Argyrodendron trifoliolatum",-26.5164700205464,151.856636,100,NA,NA,"PRESERVED_SPECIMEN"
"c3ee700a-9e82-463b-a371-791a3b808363","NSW824248","Argyrodendron trifoliolatum",-29.65,152.97,25000,11,1875,"PRESERVED_SPECIMEN"
"c511514e-fe19-44dd-b1fd-5eec24830516","BRI AQ0081193","Argyrodendron trifoliolatum",-26.9150810212096,151.584414,25000,10,1919,"PRESERVED_SPECIMEN"
"c577c5c8-a20a-4074-9ab0-8aec0b62526c","BRI AQ0663680","Argyrodendron trifoliolatum",-24.4900870172193,151.292734,2000,6,1997,"PRESERVED_SPECIMEN"
"c5c74284-74bf-4d7c-ac07-7a13fc4a7f8f","MEL 2282392A","Argyrodendron trifoliolatum",-27.0667,152.45,NA,NA,NA,"PRESERVED_SPECIMEN"
"c5df7095-e744-4795-8fcf-595a9c2c5a2d","NSW824241","Argyrodendron trifoliolatum",-28.7785362650876,153.330795375831,5000,11,1911,"PRESERVED_SPECIMEN"
"c691cbaa-9867-429c-9d78-b875a44d389a","BRI AQ0439636","Argyrodendron trifoliolatum",-25.1900830183571,151.659399,2000,6,1988,"PRESERVED_SPECIMEN"
"c727946a-6bd6-4652-83f8-121bb89ac2a0","BRI AQ0316429","Argyrodendron trifoliolatum",-26.9150740212096,152.584398,25000,NA,NA,"PRESERVED_SPECIMEN"
"c7324d26-7ad1-4fd9-b830-ea33cc211195","CANB 189141.1","Argyrodendron trifoliolatum",-28.6333,153.3333,2000,2,1967,"PRESERVED_SPECIMEN"
"c789cf7a-a1ae-4a6a-ad87-f12b177ac593","NSW154611","Argyrodendron trifoliolatum",-30.12,153.2,10000,8,1933,"PRESERVED_SPECIMEN"
"c8bc0de0-3494-4d03-9483-9bbfbab38bf3","BRI AQ0081165","Argyrodendron trifoliolatum",-26.3567420202811,152.67606,2000,NA,NA,"PRESERVED_SPECIMEN"
"cf7f6a86-256c-4835-89a6-1cc71aa9d526","BRI AQ0457410","Argyrodendron trifoliolatum",-24.5526080173203,151.306277,100,NA,NA,"PRESERVED_SPECIMEN"
"d368a1fb-3db9-46a9-bc5a-dd1f5adf4f4c","NSW824247","Argyrodendron trifoliolatum",-29.65,152.97,25000,NA,NA,"PRESERVED_SPECIMEN"
"d535c9d5-d822-4f93-ab31-16aef3161dd1","NSW824245","Argyrodendron trifoliolatum",-28.82,153.12,10000,NA,NA,"PRESERVED_SPECIMEN"
"d59d95bf-dc51-4a3c-a1e1-ab13887ab3dd","BRI AQ0268640","Argyrodendron trifoliolatum",-28.2067340233624,153.192737,2000,5,1968,"PRESERVED_SPECIMEN"
"d5f8d666-499e-4e96-b4c7-1317d8129870","NE 103624","Argyrodendron trifoliolatum",-28.822222,153.384722,NA,3,1999,"PRESERVED_SPECIMEN"
"da96a20a-92fd-46de-b20a-654f4cccba31","BRI AQ0970635","Argyrodendron trifoliolatum",-26.275222,152.88025,100,NA,NA,"PRESERVED_SPECIMEN"
"dd022935-fdce-4a8c-8a7d-7b85cf66412f","BRI AQ0755747","Argyrodendron trifoliolatum",-26.7458330209278,153.0875,100,3,2008,"PRESERVED_SPECIMEN"
"df5643aa-f328-4436-9ebd-42dad80ec6ee","MEL 2223873A","Argyrodendron trifoliolatum",-27.15,152.5167,25000,NA,NA,"PRESERVED_SPECIMEN"
"e08c8f6c-8eda-4ec4-8704-a648276b72ca","BRI AQ0470650","Argyrodendron trifoliolatum",-24.9592550179802,151.507741,100,1,1988,"PRESERVED_SPECIMEN"
"e19beae6-8bc0-4591-913e-e17a5a868161","BRI AQ0081197","Argyrodendron trifoliolatum",-26.4150750203779,152.584393,25000,7,1969,"PRESERVED_SPECIMEN"
"e1b75937-68c0-4146-b086-218427172bbf","BRI AQ0081180","Argyrodendron trifoliolatum",-28.2484000234317,153.25107,25000,9,1929,"PRESERVED_SPECIMEN"
"e20e7f2e-12b2-4535-846d-f88e6f2733e7","MEL 0011209A","Argyrodendron trifoliolatum",-27.2167,152.5,25000,NA,1829,"PRESERVED_SPECIMEN"
"e2a56e8c-803c-49d0-a153-540734581f5b","MEL 2030190A","Argyrodendron trifoliolatum",-26.9,151.625,1000,11,1995,"PRESERVED_SPECIMEN"
"e3576764-3c73-44ce-97a8-57e108c0b3f9","BRI AQ0408672","Argyrodendron trifoliolatum",-26.0130910197116,152.225091,100,6,1988,"PRESERVED_SPECIMEN"
"e3b5e04a-9899-4ff4-b45d-623bc3ecf522","MEL 2223872A","Argyrodendron trifoliolatum",-28.5167,153.1667,25000,NA,NA,"PRESERVED_SPECIMEN"
"e4251f42-fd27-4c94-b86e-aa23de45c7ca","BRI AQ0317264","Argyrodendron trifoliolatum",-24.9567510179761,151.542729,2000,11,1978,"PRESERVED_SPECIMEN"
"e56d94d7-a4f9-426c-80e0-01cab6a4bfa1","QRS 53976.1","Argyrodendron trifoliolatum",-27.25,152.75,1000,7,1976,"PRESERVED_SPECIMEN"
"e5eeb3d9-07c7-4353-a8f4-8f3b749f3402","MEL 2223865A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,NA,NA,"PRESERVED_SPECIMEN"
"e98efc2f-381c-4246-9ca7-dedf5b729c97","BRI AQ0081183","Argyrodendron trifoliolatum",-27.2484060217651,152.751069,25000,5,1910,"PRESERVED_SPECIMEN"
"e99de8ca-8350-4b29-9cb2-da59112b3a83","MEL 0241718A","Argyrodendron trifoliolatum",-27.0667,152.45,NA,NA,NA,"PRESERVED_SPECIMEN"
"ecbaa02b-fcb0-4a1d-aa6b-953e7b3f3d42","MEL 2223867A","Argyrodendron trifoliolatum",-28.8167,152.9667,25000,NA,NA,"PRESERVED_SPECIMEN"
